"고유번호","기준연도","행정동코드","행정동명","2007년사용량","2008년사용량","X 좌표","Y 좌표"
"OBJECTID","BASE_YEAR","ADM_DR_CD","ADM_DR_NM","SUM_07","SUM_08","X","Y"
"146","2008","1109061","번2동","2602.748","2556.374","203042.951","458676.483"
"131","2008","1106076","이문3동","1956.564","1875.8","205895.297","455870.557"
"182","2008","1111077","상계6.7동","7154.793","6399.271","205418.931","460787.798"
"193","2008","1114063","신수동","2493.403","2123.727","194089.007","449470.293"
"102","2008","1111072","상계8동","3594.541","3243.3","204745.041","462951.716"
"116","2008","1107064","묵1동","3500.667","3464.07","207346.665","457030.618"
"118","2008","1107068","망우3동","1972.617","1955.742","209080.191","454672.674"
"119","2008","1107069","신내1동","3748.877","3153.326","209132.178","456734.683"
"120","2008","1107070","신내2동","3770.75","3201.368","208006.966","456607.803"
"121","2008","1107071","면목본동","3704.266","3347.312","207877.52","454377.59"
"164","2008","1110063","창5동","3481.5","2991.218","203735.608","461888.586"
"172","2008","1111061","중계1동","2845.551","2733.933","206477.415","461133.995"
"179","2008","1111074","상계10동","2767.893","2683.336","205169.885","462246.761"
"157","2008","1110054","쌍문4동","2547.048","2414.123","202650.172","461752.57"
"186","2008","1109065","수유3동","2964.103","2454.014","202108.228","460160.741"
"298","2008","1122067","양재2동","4704.933","4621.918","204112.925","439411.965"
"202","2008","1117051","신도림동","3505.537","3183.315","189671.443","445640.98"
"90","2008","1104052","왕십리2동","1769.106","1716.741","202471.852","451322.644"
