"고유번호","구명","품계수종","수고","관리등급","위치","환경영향","전정","도로길이","구번호","전선유무","순번","품계활력","흉고지름","품계위치","수관너비","현존유무","관리기관","피해정도","주변토지사용상태","방재","관리방안","수목고유번호","차선수","보호덮개","가로명","가치등급","품계퓽고","수목명","X 좌표","Y 좌표"
"OBJECTID","GU_NM","TRE_SOM","THT_HG","MGE_LVL","LC","EVMT_IFNE","RPRUNG_CN","ROAD_LT","GU_NO","ETRC_YNO","SN","ITM_ERY","BHT_DM","RNK_LC_CN","WTRTB_BT","EXT_YNO","MGE_ORG","DME_ETT","CMFE_LU_STTN","DSPRVN_CN","MGE_MTE","TRE_IDN","TFCLNE_CO","PTN_CVR","WIDTH_NM","VAL_LVL","RNK_BHT_HG","WDPT_NM","X","Y"
"20005244","중구","8","10","1","신한은행","0","","0","02","2","399","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-태평로-가-0399","","1","태평로","0","6","소나무","197778.341","451246.094"
"20005245","중구","8","15","2","경찰서","0","","0","02","2","96","8","24","9","7","0","공원녹지과","2","0","","0","2-마장로-가-0096","","1","마장로","0","6","은행나무","201128.732","452056.999"
"20005246","중구","8","14","2","남대문시장","0","","0","02","2","253","6","28","12","6","0","공원녹지과","2","0","","0","2-퇴계로-가-0253","","2","퇴계로","0","6","은행나무","198085.448","451035.093"
"20005247","중구","8","15","1","서울역","0","","0","02","2","21","8","23","12","8","0","공원녹지과","2","0","","0","2-청파로-가-0043","","1","청파로","0","6","은행나무","197305.722","450936.848"
"20005249","중구","8","22","1","한국은행","0","","0","02","2","350","8","35","12","8","0","공원녹지과","2","0","","0","2-남대문로-가-0332","","1","남대문로","0","9","은행나무","198001.357","451277.182"
"20005250","중구","4","8","3","축협","0","","0","02","1","41","8","32","6","6","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-중림동길-가-0041","","1","중림동길","0","3","양버즘나무","196951.273","451048.649"
"20005251","중구","8","18","2","외환은행","0","","0","02","2","342","8","10","12","13","0","공원녹지과","2","0","","0","2-을지로-가-0342","","2","을지로","0","3","은행나무","198608.064","451801.469"
"20005252","중구","4","11","3","영미상가","0","","0","02","2","11","8","23","6","5","0","공원녹지과","2","0","","0","2-마장로-가-0011","","1","마장로","0","6","은행나무","201961.206","452069.503"
"20005253","중구","4","10","1","","0","","0","02","1","122","8","25","12","6","0","공원녹지과","2","0","2010.흡즙성해충종합방제","0","2-왕십리길-가-00122","","2","왕십리길","0","9","소나무","201145.756","451707.61"
"20005254","중구","8","5","3","덕수궁돌담길","0","","0","02","2","30","4","16","6","3","0","공원녹지과","1","0","2010. 진딧물 방제","0","2-덕수궁길-가-0030","","1","덕수궁길","0","3","느티나무","197754.259","451703.457"
"20005256","중구","8","10","2","마른내길","0","","0","02","1","227","8","26","6","8","0","공원녹지과","2","0","","0","2-마른내길-가-0227","","1","마른내길","0","6","은행나무","199520.355","451634.5"
"20005257","중구","4","9","3","축협","0","","0","02","1","48","8","31","6","5","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-중림동길-가-0048","","1","중림동길","0","6","양버즘나무","196905.848","451060.914"
"20005258","중구","8","16","1","모토뱅크","0","","0","02","2","139","8","29","12","9","0","공원녹지과","2","0","","0","2-훈련원로-가-0139","","1","훈련원로","0","6","은행나무","200236.295","451628.544"
"20005260","중구","8","13","1","검도용품","0","","0","02","2","65","8","24","12","4","0","공원녹지과","2","0","","0","2-홍인문로-가-0060","","1","홍인문로","0","6","은행나무","200632.884","451689.692"
"20006094","중구","8","10","2","","0","","0","02","2","457","6","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0457","","1","을지로","0","3","소나무","200124.815","451907.824"
"20006095","중구","8","10","2","","0","","0","02","2","477","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0477","","1","을지로","0","3","소나무","200384.53","451886.552"
"20006096","중구","8","10","2","","0","","0","02","2","458","6","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0458","","1","을지로","0","3","소나무","200130.847","451907.824"
"20006097","중구","8","10","2","","0","","0","02","2","466","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0466","","1","을지로","0","3","소나무","200288.01","451906.872"
"20006098","중구","8","10","2","","0","","0","02","2","460","6","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0460","","1","을지로","0","3","소나무","200161.327","451911.317"
"20006099","중구","4","9","2","","0","","0","02","2","485","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0485","","2","을지로","0","6","소나무","200543.496","451853.076"
"20006101","중구","8","10","2","","0","","0","02","2","467","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0467","","1","을지로","0","3","소나무","200295.63","451904.649"
"20006102","중구","8","10","2","","0","","0","02","2","478","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0478","","1","을지로","0","3","소나무","200406.755","451881.472"
"20006103","중구","8","10","2","","0","","0","02","2","468","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-04628","","1","을지로","0","3","소나무","200309.6","451901.792"
"20006104","중구","4","9","2","","0","","0","02","2","484","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0484","","2","을지로","0","6","소나무","200535.559","451854.981"
"20006105","중구","8","10","2","","0","","0","02","2","479","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0479","","1","을지로","0","3","소나무","200416.915","451879.884"
"20006107","중구","8","10","2","동대문서울메트로별관","0","","0","02","2","10","8","25","12","6","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0010","","1","을지로","0","3","소나무","200896.117","451759.942"
"20006108","중구","8","10","2","","0","","0","02","2","471","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0471","","1","을지로","0","3","소나무","200331.825","451897.347"
"20006110","중구","8","10","2","","0","","0","02","2","472","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0472","","1","을지로","0","3","소나무","200338.492","451895.759"
"20006111","중구","8","10","2","","0","","0","02","2","473","6","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0473","","1","을지로","0","3","소나무","200344.843","451894.807"
"20006112","중구","8","10","2","","0","","0","02","2","481","6","20","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0481","","1","을지로","0","3","소나무","200440.41","451875.439"
"20007315","중구","8","10","2","","0","0","0","02","2","509","8","25","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0509","","1","퇴계로","0","3","소나무","200415.61","451557.623"
"20007316","중구","8","10","2","","0","0","0","02","2","535","8","20","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0535","","1","퇴계로","0","3","소나무","200784.054","451641.115"
"20007317","중구","8","10","2","","0","0","0","02","2","510","8","25","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0510","","1","퇴계로","0","3","소나무","200422.709","451560.327"
"20007318","중구","8","10","2","","0","0","0","02","2","522","8","25","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0522","","1","퇴계로","0","3","소나무","200665.408","451616.101"
"20007319","중구","8","10","2","","0","0","0","02","2","511","8","25","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0511","","1","퇴계로","0","3","소나무","200431.159","451562.017"
"20006658","중구","8","12","2","흥인사거리","0","","0","02","2","213","8","25","9","6","0","공원녹지과","2","0","","0","2-마장로-가-0213","","1","마장로","0","6","은행나무","201325.814","452045.379"
"20007203","중구","8","4","2","동국대","0","","0","02","2","386","8","12","12","4","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-훈련원로-가-0388","","1","훈련원로","0","3","느티나무","200247.024","451069.662"
"20007204","중구","6","12","2","동양화학빌딩","0","","0","02","2","15","8","14","9","8","0","공원녹지과","2","0","","0","2-소공길-가-0015","","1","소공길","0","3","은행나무","198264.371","451506.371"
"20007205","중구","4","10","2","포스코","0","","0","02","2","52","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-숭례성터길-가-052","","1","숭례성터길","0","9","소나무","197508.284","451286.53"
"20007206","중구","8","8","1","신세계백화점","0","","0","02","2","130","8","25","12","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-남대문로-가-0130","","1","남대문로","0","12","소나무","198370.102","451260.419"
"20007207","중구","4","23","2","을지로입구-고가","0","0224","0","02","2","181","8","27","12","8","0","공원녹지과","1","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-을지로-가-0181","","1","을지로","0","6","양버즘나무","199044.256","451863.35"
"20007208","중구","6","4","3","통일회관","0","","0","02","2","163","6","12","6","3","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0163","","1","서애길","0","3","왕벚나무","199870.585","451372.679"
"20007209","중구","4","20","1","복권프라자","0","","0","02","1","10","8","32","12","10","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-왕십리길-가-0010","","1","왕십리길","0","9","양버즘나무","201971.902","451776.283"
"20007211","중구","4","16","2","멋쟁이마을","0","","0","02","1","45","8","33","6","9","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-금호동길-가-0045","","1","금호동길","0","9","양버즘나무","201650.59","451147.628"
"20007212","중구","4","19","1","한국은행","0","","0","02","2","307","8","45","12","7","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-남대문로-가-0313","","2","남대문로","0","12","양버즘나무","198168.475","451318.82"
"20007213","중구","4","26","2","서울은행","0","0220","0","02","2","381","8","30","12","15","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-을지로-가-0381","","1","을지로","0","6","양버즘나무","199029.003","451840.497"
"20007214","중구","4","24","1","국립의료원","0","0218","0","02","2","62","8","35","12","14","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-을지로-가-0062","","1","을지로","0","9","양버즘나무","200469.353","452046.148"
"20007215","중구","4","9","2","영미상가","0","","0","02","2","241","8","31","6","6","0","공원녹지과","2","0","","0","2-마장로-가-0241","","1","마장로","0","9","은행나무","201949.59","452058.549"
"20007216","중구","4","30","1","외환은행","0","","0","02","1","138","8","37","12","10","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-마른내길-가-0138","","1","마른내길","0","9","양버즘나무","199124.692","451712.506"
"20007217","중구","4","10","2","포스코","0","","0","02","2","61","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-숭례성터길-가-061","","1","숭례성터길","0","9","소나무","197535.934","451235.731"
"20007219","중구","8","8","1","신세계백화점","0","","0","02","2","132","8","25","12","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-남대문로-가-0132","","1","남대문로","0","12","소나무","198373.529","451254.092"
"20007221","중구","8","4","3","하남","0","","0","02","2","107","6","5","6","2","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-덕수궁길-가-0106","","1","덕수궁길","0","3","회화나무","197420.277","451909.803"
"20007222","중구","8","13","1","남산육교","0","","0","02","2","268","8","36","12","10","0","공원녹지과","2","0","2010.흡즙성해충종합방제","0","2-퇴계로-가-0268","","1","퇴계로","0","9","소나무","197781.402","450798.07"
"20007223","중구","4","10","2","풍년종합주방","0","","0","02","2","30","8","27","9","7","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-난계로-가-0030","","1","난계로","0","6","양버즘나무","202068.318","452060.106"
"20007224","중구","8","8","2","서울시의회","0","","0","02","2","222","8","16","6","8","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-태평로-가-0222","","1","태평로","0","3","느티나무","197942.639","451960.154"
"20004993","중구","4","25","1","을지지하입구","0","0212","0","02","2","367","8","33","12","14","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-을지로-가-0367","","1","을지로","0","9","양버즘나무","198930.666","451837.314"
"20004994","중구","8","13","1","광도여행사","0","","0","02","2","269","8","30","12","13","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-을지로-가-0269","","1","을지로","0","6","느티나무","198334.039","451847.684"
"20004995","중구","8","6","2","중부주유소","0","","0","02","2","202","8","13","6","6","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0202","","1","서애길","0","3","왕벚나무","199662.692","451174.295"
"20004009","중구","8","10","2","소피텔엠버서더","0","","0","02","1","390","8","17","12","7","0","공원녹지과","2","0","","0","2-훈련원로-가-0392","","1","훈련원로","0","3","은행나무","200243.247","451110.146"
"20004010","중구","8","18","1","방산시장","0","","0","02","2","211","8","40","12","14","0","공원녹지과","2","0","","0","2-훈련원로-가-0211","","1","훈련원로","0","9","은행나무","200171.931","452151.321"
"20004011","중구","8","4","2","벽산","0","","0","02","2","51","8","21","3","3","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-후암동길-가-0051","","1","후암동길","0","6","느티나무","197723.021","450497.456"
"20005901","중구","4","18","2","","0","","0","02","2","184","8","24","12","10","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-왕십리길-가-0197","","2","왕십리길","0","6","양버즘나무","202255.852","451714.203"
"20005903","중구","8","10","1","약수사거리","0","","0","02","1","22","8","31","9","4","0","공원녹지과","2","0","","0","2-동호로-가-0022","","1","동호로","0","9","은행나무","201022.059","450490.015"
"20005904","중구","8","8","2","동국대","0","","0","02","2","1","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-장춘단길-가-0063","","1","장춘단길","0","3","회화나무","200270.918","450647.457"
"20005905","중구","8","16","2","쁘렝땅","0","","0","02","2","75","6","26","12","9","0","공원녹지과","2","0","","0","2-삼일로-가-0076","","1","삼일로","0","6","은행나무","198884.885","451941.044"
"20005906","중구","8","6","2","새한교역","0","","0","02","2","85","8","12","6","6","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0085","","1","서애길","0","3","왕벚나무","199627.667","450678.977"
"20005907","중구","4","12","1","","0","","0","02","1","100","8","15","9","8","0","공원녹지과","2","0","","0","2-배오개길-가-0100","","1","배오개길","0","12","은행나무","199836.992","451739.476"
"20005908","중구","8","20","2","한림빌딩","0","","0","02","2","284","8","22","6","9","0","공원녹지과","2","0","","0","2-마른내길-가-0284","","1","마른내길","0","6","은행나무","200166.715","451666.353"
"20005910","중구","4","6","1","","0","","0","02","2","43","8","20","12","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-청계천로-가-0065","","1","청계천로","0","12","느티나무","199697.082","452109.506"
"20005911","중구","8","12","2","동대문운동장","0","","0","02","1","129","8","32","6","6","0","공원녹지과","2","0","","0","2-마장로-가-0129","","1","마장로","0","9","은행나무","201079.698","452103.13"
"20005912","중구","8","11","2","소피텔엠버서더","0","","0","02","2","370","6","26","12","7","0","공원녹지과","2","0","","0","2-훈련원로-가-0372","","1","훈련원로","0","6","은행나무","200239.48","451176.694"
"20005914","중구","8","20","1","서소문로","0","","0","02","2","207","8","28","12","9","0","공원녹지과","2","0","","0","2-서소문로-가-0209","","1","서소문로","0","6","은행나무","197764.641","451519.256"
"20005915","중구","8","12","2","보영약국","0","","0","02","1","12","6","23","6","6","0","공원녹지과","2","0","","0","2-마른내길-가-0012","","2","마른내길","0","6","은행나무","200493.611","451688.784"
"20005916","중구","8","16","2","남산육교","0","","0","02","2","87","6","30","9","9","0","공원녹지과","1","0","","0","2-소월길-가-0087","","1","소월길","0","6","은행나무","197918.695","450909.951"
"20005917","중구","4","10","2","포스코","0","","0","02","2","53","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-숭례성터길-가-053","","1","숭례성터길","0","9","소나무","197512.809","451280.997"
"20005919","중구","8","6","2","통일회관","0","","0","02","2","142","8","12","6","5","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0142","","1","서애길","0","3","왕벚나무","199696.704","451140.687"
"20005920","중구","4","6","1","","0","","0","02","2","43","8","20","12","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-청계천로-가-0122","","1","청계천로","0","12","느티나무","198996.567","452041.919"
"20005921","중구","8","22","1","남산","0","","0","02","2","43","8","39","9","8","0","공원녹지과","2","0","","0","2-소파길-가-0043","","1","소파길","0","9","은행나무","198708.011","450798.353"
"20005922","중구","8","15","2","OTPIA","0","","0","02","1","64","8","35","6","16","0","공원녹지과","2","0","","0","2-마른내길-가-0064","","1","마른내길","0","9","은행나무","199830.273","451652.784"
"20005923","중구","8","18","1","서울시의회","0","","0","02","2","214","8","27","12","14","0","공원녹지과","2","0","","0","2-태평로-가-0214","","1","태평로","0","6","은행나무","197958.637","452019.737"
"20005924","중구","8","13","2","OTPIA","0","","0","02","1","46","8","15","6","4","0","공원녹지과","2","0","","0","2-마른내길-가-0046","","1","마른내길","0","3","은행나무","200011.438","451667.378"
"20005925","중구","8","14","2","장충체육관","0","","0","02","2","149","8","18","9","5","0","공원녹지과","1","0","","0","2-동호로-가-0149","","1","동호로","0","3","은행나무","200760.386","450880.88"
"20004173","중구","8","10","3","","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196728.73","451058.533"
"20004174","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196728.73","451058.533"
"20004175","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196728.73","451058.533"
"20004176","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196728.73","451058.533"
"20004177","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196728.73","451058.533"
"20004178","중구","8","10","2","","0","","0","02","1","17","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0017","","1","만리재길","0","6","소나무","197202.092","450740.114"
"20004180","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196748.794","451058.533"
"20004181","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196748.794","451058.533"
"20004182","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196748.794","451058.533"
"20004183","중구","8","10","3","충장로이용원","0","","0","02","2","60","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-중림동길-가-0060","","1","중림동길","0","6","소나무","196748.794","451058.533"
"20004184","중구","8","10","2","명신의원","0","","0","02","2","130","8","20","9","3","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0130","","1","다산로","0","3","소나무","200915.484","450448.393"
"20004185","중구","8","9","2","남산타워APT","0","","0","02","2","551","8","17","9","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0551","","1","다산로","0","3","소나무","200636.157","449842.146"
"20004186","중구","8","10","2","삼성APT","0","","0","02","2","7","8","20","9","3","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0007","","1","다산로","0","3","소나무","200590.134","449739.912"
"20004187","중구","8","8","2","정외과의원","0","","0","02","2","312","6","20","12","4","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0318","","1","다산로","0","3","소나무","201401.308","451587.482"
"20004189","중구","8","10","2","명신의원","0","","0","02","2","75","8","20","9","8","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0075","","1","다산로","0","3","소나무","200756.424","450242.384"
"20004190","중구","8","9","2","명신의원","0","","0","02","2","112","8","20","9","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0112","","1","다산로","0","3","소나무","200798.157","450301.686"
"20004191","중구","8","7","2","남산타워APT","0","","0","02","2","552","8","17","9","6","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0552","","1","다산로","0","3","소나무","200620.222","449794.767"
"20004192","중구","8","8","2","남산타워APT","0","","0","02","2","553","8","20","9","5","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0553","","1","다산로","0","3","소나무","200617.016","449788.208"
"20004194","중구","8","8","2","정외과의원","0","","0","02","2","314","6","25","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0320","","1","다산로","0","3","소나무","201396.585","451569.061"
"20004195","중구","8","8","2","회성주유소","0","","0","02","2","316","6","20","12","4","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0322","","1","다산로","0","3","소나무","201391.861","451539.774"
"20004196","중구","8","10","2","","0","","0","02","1","532","8","28","9","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0532","","2","다산로","0","6","소나무","200653.88","450021.146"
"20004253","중구","8","16","1","한화빌딩","0","","0","02","1","6","8","23","12","9","0","공원녹지과","2","0","","0","2-을지로-가-0513","","1","태평로1가로","0","6","은행나무","198749.292","451910.078"
"20006659","중구","8","23","2","우리은행","0","","0","02","2","180","8","18","12","12","0","공원녹지과","2","0","","0","2-남대문로-가-0186","","1","남대문로","0","3","은행나무","198488.194","452010.518"
"20006660","중구","4","21","1","복권프라자","0","","0","02","2","11","8","33","12","8","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-왕십리길-가-0011","","1","왕십리길","0","9","양버즘나무","201966.941","451777.228"
"20006661","중구","8","8","2","동국대","0","","0","02","2","1","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-장춘단길-가-0035","","1","장춘단길","0","3","회화나무","200412.943","450808.382"
"20006663","중구","8","13","1","약수역","0","","0","02","2","179","8","23","12","8","0","공원녹지과","2","0","","0","2-동호로-가-0179","","1","동호로","0","6","은행나무","200862.514","450683.129"
"20006652","중구","8","16","1","서울시청","0","","0","02","2","101","8","31","9","8","0","공원녹지과","2","0","","0","2-무교동길-가-0100","","1","무교동길","0","9","은행나무","198154.083","451919.351"
"20006664","중구","4","26","2","국립의료원","0","0219","0","02","2","43","8","27","12","10","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-을지로-가-0043","","1","을지로","0","6","양버즘나무","200419.639","451934.286"
"20006665","중구","4","4","3","시장","0","","0","02","2","34","4","18","12","4","0","공원녹지과","1","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-왕십리길-가-0034","","1","왕십리길","0","3","양버즘나무","201688.63","451802.7"
"20006666","중구","8","14","2","청구역","0","","0","02","1","172","8","23","6","10","0","공원녹지과","2","0","","0","2-금호동길-가-0172","","1","금호동길","0","6","은행나무","200969.142","451293.224"
"20006667","중구","4","10","2","삼성중공업","0","","0","02","2","2","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-숭례성터길-가-002","","1","숭례성터길","0","9","소나무","197600.783","451279.475"
"20006668","중구","8","11","1","삼성화재","0","","0","02","2","267","8","24","12","12","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-을지로-가-0267","","1","을지로","0","6","느티나무","198338.021","451848.148"
"20006670","중구","6","6","3","약수사거리","0","","0","02","2","60","8","13","6","5","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 방제","0","2-동호로-가-0060","","1","동호로","0","3","왕벚나무","201024.437","450527.601"
"20006671","중구","8","23","1","배재빌딩","0","","0","02","2","29","8","30","12","14","0","공원녹지과","2","0","","0","2-서소문로-가-0030","","1","서소문로","0","6","은행나무","197698.749","451514.841"
"20006672","중구","8","16","2","동대문운동장","0","","0","02","2","139","8","30","6","4","0","공원녹지과","1","0","","0","2-마장로-가-0139","","1","마장로","0","6","은행나무","201052.179","452048.498"
"20006673","중구","8","14","2","OTPIA","0","","0","02","1","50","8","21","6","8","0","공원녹지과","2","0","","0","2-마른내길-가-0050","","1","마른내길","0","6","은행나무","199986.875","451665.006"
"20006674","중구","8","16","1","모토뱅크","0","","0","02","2","141","8","23","12","7","0","공원녹지과","2","0","","0","2-훈련원로-가-0141","","1","훈련원로","0","6","은행나무","200234.863","451643.902"
"20006675","중구","4","10","2","영미상가","0","","0","02","1","28","8","32","6","5","0","공원녹지과","2","0","","0","2-마장로-가-0028","","1","마장로","0","9","은행나무","201790.984","452095.124"
"20006677","중구","4","18","2","","0","","0","02","2","184","8","24","12","10","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-왕십리길-가-0201","","2","왕십리길","0","6","양버즘나무","202289.855","451713.956"
"20006678","중구","8","10","2","흥인덕운재개발 현장","0","","0","02","2","264","8","25","6","9","0","공원녹지과","","0","2010.흡즙성해충 종합방제","0","2-홍인문로-가-0264","","2","홍인문로","0","6","소나무","200895.904","452161.475"
"20006679","중구","8","20","2","골드상호금고","0","","0","02","2","195","8","30","6","8","0","공원녹지과","2","0","","0","2-마른내길-가-0195","","1","마른내길","0","6","은행나무","199274.431","451647.349"
"20006680","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-000102","","1","돈화문로","0","6","이팝나무","199351.468","451792.129"
"20006681","중구","4","3.5","1","","0","","1400","02","2","1","8","12","12","3","0","공원녹지과","2","0","","0","2-수표다릿길-가-00083","","1","수표다릿길","0","0","이팝나무","199075.927","452022.695"
"20006682","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-00022","","1","돈화문로","0","6","이팝나무","199393.485","451497.596"
"20006683","중구","8","13","2","조광인쇄","0","","0","02","2","33","8","23","6","8","0","공원녹지과","2","0","","0","2-을지로-가-0540","","1","태평로1가로","0","6","은행나무","198738.987","451937.198"
