"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"MSRDT_DE","MSRSTE_NM","NO2","O3","CO","SO2","PM10","PM25"
"20150328","공항로","0.045","0.019","0.7","0.009","74","31"
"20150328","관악구","0.045","0.029","0.7","0.007","52","26"
"20150328","광진구","0.051","0.024","0.7","0.008","47","18"
"20150328","구로구","0.041","0.031","0.6","0.007","47","23"
"20150328","금천구","0.043","0.026","0.7","0.008","38","25"
"20150328","길동","0.064","0.018","0.6","0.007","50","24"
"20150328","내부순환","0.055","0.028","0.6","0.009","48","23"
"20150328","노원구","0.053","0.025","0.5","0.008","41","19"
"20150328","도봉구","0.047","0.025","0.5","0.007","37","20"
"20150328","동대문","0.06","0.019","0.6","0.009","55","34"
"20150328","동대문구","0.058","0.025","0.6","0.01","44","23"
"20150328","동작구","0.041","0.036","0.5","0.007","35","24"
"20150328","동작대로","0.072","0.017","0.7","0.008","50","20"
"20150328","마포구","0.043","0.029","0.5","0.008","51","26"
"20150328","서대문구","0.058","0.024","0.5","0.008","43","20"
"20150328","서울역","0.07","0.011","0.7","0.007","67","24"
"20150328","서초구","0.039","0.026","0.6","0.007","48","20"
"20150328","성동구","0.058","","","0.007","51","21"
"20150328","성북구","0.05","0.023","0.6","0.009","42","19"
"20150328","송파구","0.047","0.023","0.7","0.008","47","23"
"20150328","신사동","0.043","0.013","1","0.008","45","20"
"20150328","신촌","0.077","0.009","0.9","0.012","59","29"
"20150328","양재대로","0.06","0.011","0.8","0.003","60","34"
"20150328","양천구","0.052","0.025","0.3","0.009","45","24"
"20150328","영등포","0.08","0.01","0.8","0.008","62","33"
"20150328","영등포구","0.042","0.026","0.8","0.009","50","23"
"20150328","용산구","0.053","0.022","0.5","0.008","39","19"
"20150328","은평구","0.049","0.022","0.6","0.009","48","26"
"20150328","종로","0.066","0.02","0.7","0.009","65","36"
"20150328","종로구","0.054","0.023","0.4","0.009","51","21"
"20150328","중구","0.059","0.025","0.5","0.009","46","26"
"20150328","중랑구","0.057","0.024","0.7","0.008","48","22"
"20150328","청계천","0.063","0.018","","0.01","45","23"
"20150328","청량리","0.068","0.015","0.8","0.009","52","36"
"20150328","태릉","0.064","0.016","0.8","0.006","51","26"
"20150327","강남구","0.051","0.022","0.5","0.007","57","26"
"20150327","강동구","0.054","0.021","0.6","0.008","54","24"
"20150327","강변북로","0.083","0.009","0.7","0.007","64","37"
"20150327","강북구","0.043","0.022","0.4","0.007","51","27"
"20150327","강서구","0.048","0.02","0.3","0.008","46","25"
"20150327","공항로","0.047","0.011","0.7","0.009","71","34"
"20150327","관악구","0.042","0.025","0.6","0.008","57","29"
"20150327","광진구","0.054","0.019","0.7","0.008","56","22"
"20150327","구로구","0.04","0.026","0.5","0.007","52","24"
"20150327","금천구","0.043","0.02","0.6","0.008","47","26"
"20150327","길동","0.069","0.019","0.6","0.007","53","29"
"20150327","내부순환","0.047","0.029","0.6","0.009","53","23"
"20150327","노원구","0.049","0.023","0.5","0.008","54","23"
"20150327","도봉구","0.045","0.024","0.6","0.008","50","24"
"20150327","동대문","0.06","0.015","0.6","0.008","61","36"
"20150327","동대문구","0.059","0.019","0.6","0.01","54","26"
"20150327","동작구","0.042","0.03","0.5","0.007","46","30"
"20150327","동작대로","0.065","0.017","0.7","0.008","59","25"
"20150327","마포구","0.045","0.021","0.5","0.007","59","29"
"20150327","서대문구","0.059","0.017","0.4","0.008","46","25"
"20150327","서울역","0.07","0.008","0.7","0.006","61","24"
"20150327","서초구","0.039","0.021","0.6","0.007","57","24"
"20150327","성동구","0.061","","0.6","0.006","56","28"
"20150327","성북구","0.049","0.019","0.6","0.008","51","21"
"20150327","송파구","0.045","0.021","0.6","0.007","54","23"
"20150327","신사동","0.043","0.01","0.9","0.007","56","24"
"20150327","신촌","0.076","0.007","0.9","0.011","65","32"
"20150327","양재대로","0.056","0.01","0.8","0.003","67","38"
"20150327","양천구","0.055","0.018","0.3","0.009","47","26"
"20150327","영등포","0.079","0.008","0.8","0.007","71","37"
"20150327","영등포구","0.043","0.017","0.7","0.008","57","26"
"20150327","용산구","0.055","0.016","0.5","0.007","46","23"
"20150327","은평구","0.047","0.017","0.6","0.01","56","29"
"20150327","종로","0.059","0.016","0.7","0.008","78","43"
"20150327","종로구","0.054","0.017","0.4","0.009","61","23"
"20150327","중구","0.06","0.018","0.5","0.007","53","28"
"20150327","중랑구","0.063","0.018","0.7","0.008","59","27"
"20150327","청계천","0.065","0.012","0.6","0.009","52","26"
"20150327","청량리","0.067","0.012","0.8","0.009","58","38"
"20150327","태릉","0.057","0.017","0.7","0.006","56","28"
"20150326","강남구","0.057","0.016","0.5","0.007","51","23"
"20150326","강동구","0.053","0.018","0.6","0.007","48","22"
"20150326","강변북로","0.083","0.007","0.7","0.007","56","32"
"20150326","강북구","0.042","0.019","0.4","0.006","45","20"
"20150326","강서구","0.041","0.022","0.3","0.008","41","20"
"20150326","공항로","0.039","0.014","0.6","0.008","71","29"
"20150326","관악구","0.044","0.021","0.6","0.007","50","26"
"20150326","광진구","0.05","0.017","0.7","0.007","50","19"
"20150326","구로구","0.042","0.021","0.6","0.006","46","22"
"20150326","금천구","0.042","0.017","0.6","0.008","41","27"
"20150326","길동","0.071","0.003","0.8","0.006","50","18"
"20150326","내부순환","0.048","0.026","0.6","0.009","47","22"
"20150326","노원구","0.046","0.021","0.5","0.007","44","16"
"20150326","도봉구","0.042","0.021","0.6","0.007","45","22"
"20150326","동대문","0.056","0.014","0.5","0.009","46","29"
"20150326","동대문구","0.051","0.021","0.6","0.009","43","22"
"20150326","동작구","0.046","0.023","0.5","0.007","39","24"
"20150326","동작대로","0.068","0.012","0.7","0.008","50","22"
"20150326","마포구","0.042","0.022","0.5","0.006","47","25"
"20150326","서대문구","0.048","0.02","0.4","0.008","39","17"
"20150326","서울역","0.065","0.008","0.6","0.006","52","23"
"20150326","서초구","0.046","0.013","0.6","0.007","54","22"
"20150326","성동구","0.058","","0.6","0.007","50","26"
"20150326","성북구","0.043","0.018","0.5","0.008","45","19"
"20150326","송파구","0.046","0.017","0.7","0.007","50","22"
"20150326","신사동","0.045","0.008","0.9","0.007","49","22"
"20150326","신촌","0.071","0.008","0.8","0.009","55","26"
"20150326","양재대로","0.053","0.008","0.8","0.003","62","33"
"20150326","양천구","0.055","0.016","0.5","0.009","41","17"
"20150326","영등포","0.078","0.008","0.9","0.007","61","31"
"20150326","영등포구","0.042","0.014","0.8","0.008","50","23"
"20150326","용산구","0.054","0.015","0.5","0.007","41","19"
"20150326","은평구","0.043","0.018","0.5","0.007","41","22"
"20150326","종로","0.054","0.018","0.6","0.008","63","31"
"20150326","종로구","0.047","0.019","0.4","0.008","50","19"
"20150326","중구","0.052","0.02","0.5","0.008","42","24"
"20150326","중랑구","0.056","0.018","0.6","0.007","49","23"
"20150326","청계천","0.056","0.015","0.5","0.009","43","22"
"20150326","청량리","0.059","0.013","0.8","0.009","48","30"
"20150326","태릉","0.052","0.015","0.7","0.006","48","24"
"20150325","강남구","0.051","0.015","0.4","0.006","44","22"
"20150325","강동구","0.048","0.017","0.5","0.006","42","21"
"20150325","강변북로","0.076","0.007","0.6","0.006","51","29"
"20150325","강북구","0.045","0.014","0.4","0.006","42","19"
"20150325","강서구","0.037","0.022","0.3","0.007","38","20"
"20150325","공항로","0.039","0.014","0.5","0.008","59","27"
"20150325","관악구","0.056","0.014","0.6","0.006","44","24"
"20150325","광진구","0.047","0.014","0.6","0.006","44","18"
"20150325","구로구","0.037","0.022","0.5","0.005","43","21"
"20150325","금천구","0.04","0.015","0.6","0.006","36","24"
"20150325","길동","0.056","0.011","0.5","0.005","44","20"
"20150325","내부순환","0.055","0.017","0.6","0.008","50","23"
"20150325","노원구","0.048","0.018","0.5","0.007","43","16"
"20150325","도봉구","0.044","0.018","0.5","0.006","43","21"
"20150325","동대문","0.053","0.013","0.5","0.007","41","27"
"20150325","동대문구","0.049","0.016","0.5","0.008","39","21"
"20150325","동작구","0.042","0.019","0.5","0.006","39","23"
"20150325","동작대로","0.06","0.011","0.6","0.006","49","21"
"20150325","마포구","0.042","0.021","0.4","0.005","43","24"
"20150325","서대문구","0.049","0.016","0.4","0.007","39","18"
"20150325","서울역","0.058","0.008","0.5","0.005","50","22"
"20150325","서초구","0.039","0.014","0.5","0.006","45","20"
"20150325","성동구","0.048","0.017","0.5","0.005","40","22"
"20150325","성북구","0.047","0.012","0.5","0.007","47","20"
"20150325","송파구","0.044","0.013","0.6","0.006","44","19"
"20150325","신사동","0.04","0.008","0.7","0.006","43","21"
"20150325","신촌","0.063","0.007","0.7","0.006","51","24"
"20150325","양재대로","0.049","0.007","0.7","0.003","55","30"
"20150325","양천구","0.046","0.019","0.5","0.007","36","20"
"20150325","영등포","0.066","0.009","0.7","0.007","52","27"
"20150325","영등포구","0.037","0.017","0.6","0.007","44","21"
"20150325","용산구","0.048","0.014","0.4","0.006","36","18"
"20150325","은평구","0.048","0.012","0.6","0.007","42","21"
"20150325","종로","0.057","0.014","0.7","0.006","58","29"
"20150325","종로구","0.045","0.015","0.3","0.007","47","19"
"20150325","중구","0.047","0.018","0.4","0.006","41","24"
"20150325","중랑구","0.052","0.017","0.6","0.006","43","22"
"20150325","청계천","0.055","0.01","0.5","0.009","41","22"
"20150325","청량리","0.059","0.01","0.7","0.007","45","29"
"20150325","태릉","0.054","0.01","0.8","0.005","47","24"
"20150324","강남구","0.043","0.02","0.4","0.005","47","19"
"20150324","강동구","0.039","0.02","0.5","0.006","43","18"
"20150324","강변북로","0.07","0.008","0.6","0.005","50","25"
"20150324","강북구","0.029","0.022","0.3","0.005","42","14"
"20150324","강서구","0.033","0.022","0.3","0.006","41","19"
"20150324","공항로","0.039","0.012","0.6","0.007","76","30"
"20150324","관악구","0.052","0.017","0.5","0.005","45","22"
"20150324","광진구","0.037","0.019","0.5","0.006","45","13"
"20150324","구로구","0.029","0.024","0.4","0.004","46","17"
"20150324","금천구","0.034","0.017","0.6","0.006","37","20"
"20150324","길동","0.049","0.014","0.6","0.005","44","16"
"20150324","내부순환","0.038","0.025","0.5","0.007","43","25"
"20150324","노원구","0.03","0.027","0.4","0.006","38","11"
"20150324","도봉구","0.03","0.023","0.4","0.006","42","17"
"20150324","동대문","0.044","0.017","0.5","0.006","39","22"
"20150324","동대문구","0.039","0.021","0.5","0.007","39","17"
"20150324","동작구","0.036","0.022","0.4","0.006","39","17"
"20150324","동작대로","0.059","0.012","0.6","0.007","47","17"
"20150324","마포구","0.028","0.023","0.5","0.003","46","24"
"20150324","서대문구","0.037","0.025","0.3","0.006","41","16"
"20150324","서울역","0.05","0.013","0.5","0.005","49","26"
"20150324","서초구","0.032","0.017","0.5","0.005","47","17"
"20150324","성동구","0.043","0.017","0.5","0.004","46","21"
"20150324","성북구","0.032","0.021","0.4","0.007","42","15"
"20150324","송파구","0.033","0.018","0.6","0.005","45","20"
"20150324","신사동","0.034","0.01","0.6","0.006","46","17"
"20150324","신촌","0.058","0.009","0.7","0.007","52","22"
"20150324","양재대로","0.049","0.009","0.8","0.006","56","26"
"20150324","양천구","0.04","0.02","0.3","0.006","38","16"
"20150324","영등포","0.063","0.011","0.7","0.006","50","27"
"20150324","영등포구","0.032","0.017","0.6","0.006","47","17"
"20150324","용산구","0.038","0.018","0.4","0.005","38","15"
"20150324","은평구","0.031","0.02","0.5","0.006","40","18"
"20150324","종로","0.045","0.02","0.6","0.005","52","22"
"20150324","종로구","0.035","0.019","0.3","0.007","47","15"
"20150324","중구","0.039","0.022","0.4","0.005","42","23"
"20150324","중랑구","0.035","0.026","0.5","0.006","43","17"
"20150324","청계천","0.046","0.003","0.5","0.008","41","19"
"20150324","청량리","0.051","0.014","0.7","0.01","36","24"
"20150324","태릉","0.046","0.015","0.6","0.005","42","18"
"20150323","강남구","0.02","0.035","0.3","0.005","59","15"
"20150323","강동구","0.019","0.036","0.4","0.005","54","13"
"20150323","강변북로","0.044","0.02","0.4","0.005","53","19"
"20150323","강북구","0.016","0.03","0.2","0.005","51","11"
"20150323","강서구","0.019","0.032","0.2","0.005","51","13"
"20150323","공항로","0.023","0.024","0.4","0.007","88","29"
"20150323","관악구","0.031","0.025","0.4","0.005","54","21"
"20150323","광진구","0.016","0.033","0.4","0.006","57","7"
"20150323","구로구","0.017","0.035","0.4","0.004","61","15"
"20150323","금천구","0.019","0.026","0.5","0.006","49","15"
"20150323","길동","0.037","0.022","0.5","0.005","49","14"
"20150323","내부순환","0.031","0.029","0.4","0.006","62","32"
"20150323","노원구","0.016","0.037","0.3","0.006","56","10"
"20150323","도봉구","0.014","0.035","0.3","0.005","59","14"
"20150323","동대문","0.022","0.031","0.3","0.006","43","17"
"20150323","동대문구","0.017","0.034","0.3","0.006","50","13"
"20150323","동작구","0.019","0.034","0.3","0.006","53","14"
"20150323","동작대로","0.044","0.021","0.5","0.007","55","11"
"20150323","마포구","0.018","0.032","0.5","0.003","62","27"
"20150323","서대문구","0.016","0.03","0.4","0.005","54","16"
"20150323","서울역","0.036","0.019","0.4","0.005","62","28"
"20150323","서초구","0.018","0.027","0.4","0.005","65","13"
"20150323","성동구","0.018","0.035","0.4","0.004","59","15"
"20150323","성북구","0.013","0.036","0.3","0.005","57","11"
"20150323","송파구","0.015","0.033","0.5","0.004","57","22"
"20150323","신사동","0.023","0.015","0.5","0.005","58","13"
"20150323","신촌","0.046","0.011","0.6","0.004","67","17"
"20150323","양재대로","0.042","0.017","0.5","0.007","60","20"
"20150323","양천구","0.025","0.028","","0.006","48","11"
"20150323","영등포","0.044","0.015","0.5","0.006","58","27"
"20150323","영등포구","0.022","0.029","0.5","0.006","60","15"
"20150323","용산구","0.023","0.028","0.3","0.005","51","13"
"20150323","은평구","0.016","0.029","0.4","0.005","52","14"
"20150323","종로","0.02","0.034","0.4","0.005","63","19"
"20150323","종로구","0.017","0.033","0.2","0.006","62","12"
"20150323","중구","0.018","0.035","0.3","0.005","57","23"
"20150323","중랑구","0.02","0.035","0.4","0.006","58","16"
"20150323","청계천","0.023","0.008","0.3","0.008","47","14"
"20150323","청량리","0.039","0.02","0.5","0.007","45","19"
"20150323","태릉","0.037","0.022","0.6","0.005","48","16"
"20150322","강남구","0.033","0.03","0.6","0.008","163","49"
"20150322","강동구","0.035","0.031","0.7","0.008","137","35"
"20150322","강변북로","0.054","0.018","0.8","0.008","130","54"
"20150322","강북구","0.026","0.031","0.4","0.008","149","34"
"20150322","강서구","0.033","0.025","0.5","0.008","130","36"
"20150322","공항로","0.031","0.017","0.8","0.009","173","60"
"20150322","관악구","0.038","0.024","0.8","0.008","157","55"
"20150322","광진구","0.036","0.026","0.8","0.007","148","32"
"20150322","구로구","0.024","0.032","0.7","0.006","147","44"
"20150322","금천구","0.024","0.025","0.8","0.007","125","51"
"20150322","길동","0.043","0.021","0.7","0.007","118","42"
"20150322","내부순환","0.034","0.034","0.6","0.01","152","57"
"20150322","노원구","0.029","0.035","0.6","0.009","169","33"
"20150322","도봉구","0.028","0.035","0.7","0.009","172","45"
"20150322","동대문","0.039","0.026","0.6","0.009","129","49"
"20150322","동대문구","0.032","0.03","0.7","0.01","136","38"
"20150322","동작구","0.029","0.034","0.6","0.008","144","45"
"20150322","동작대로","0.049","0.022","0.8","0.01","142","34"
"20150322","마포구","0.029","0.026","0.9","0.006","159","63"
"20150322","서대문구","0.037","0.025","0.5","0.008","138","51"
"20150322","서울역","0.047","0.015","0.7","0.006","145","55"
"20150322","서초구","0.027","0.025","0.7","0.008","160","42"
"20150322","성동구","0.035","0.029","0.7","0.007","148","50"
"20150322","성북구","0.029","0.032","0.6","0.008","152","31"
"20150322","송파구","0.03","0.028","0.8","0.006","137","47"
"20150322","신사동","0.03","0.014","","0.007","151","44"
"20150322","신촌","0.061","0.009","0.9","0.008","161","47"
"20150322","양재대로","0.045","0.019","0.8","0.008","144","59"
"20150322","양천구","0.038","0.021","","0.008","126","35"
"20150322","영등포","0.036","0.017","0.5","0.006","138","59"
"20150322","영등포구","0.026","0.027","0.9","0.008","160","50"
"20150322","용산구","0.036","0.023","0.6","0.007","128","36"
"20150322","은평구","0.027","0.027","0.6","0.007","135","41"
"20150322","종로","0.033","0.029","0.7","0.008","159","53"
"20150322","종로구","0.03","0.028","0.4","0.009","159","32"
"20150322","중구","0.033","0.029","0.6","0.008","144","53"
"20150322","중랑구","0.036","0.032","0.7","0.009","153","44"
"20150322","청계천","0.035","0.008","0.5","0.011","121","38"
"20150322","청량리","0.045","0.019","0.7","0.01","114","51"
"20150322","태릉","0.049","0.019","0.9","0.006","132","42"
"20150321","강남구","0.062","0.029","0.8","0.012","191","61"
"20150321","강동구","0.06","0.027","1","0.012","162","47"
"20150321","강변북로","0.095","0.011","1.1","0.013","167","76"
"20150321","강북구","0.048","0.029","0.6","0.011","159","49"
"20150321","강서구","0.052","0.029","0.7","0.014","147","62"
"20150321","공항로","0.052","0.016","1","0.015","180","71"
"20150321","관악구","0.071","0.027","1.1","0.014","188","75"
"20150321","광진구","0.058","0.027","1.1","0.012","177","54"
"20150321","구로구","0.047","0.034","0.9","0.013","171","61"
"20150321","금천구","0.054","0.025","0.9","0.013","152","64"
"20150321","길동","0.072","0.02","0.9","0.011","150","58"
"20150321","내부순환","0.051","0.041","0.8","0.016","178","70"
"20150321","노원구","0.052","0.032","0.8","0.012","166","40"
"20150321","도봉구","0.049","0.032","0.9","0.013","167","57"
"20150321","동대문","0.064","0.025","0.7","0.013","170","69"
"20150321","동대문구","0.058","0.032","0.9","0.015","168","59"
"20150321","동작구","0.05","0.037","0.8","0.011","167","57"
"20150321","동작대로","0.081","0.02","1.1","0.015","173","58"
"20150321","마포구","0.047","0.035","1.1","0.012","187","79"
"20150321","서대문구","0.061","0.028","0.6","0.015","163","53"
"20150321","서울역","0.078","0.013","0.9","0.01","178","67"
"20150321","서초구","0.048","0.027","0.9","0.012","182","56"
"20150321","성동구","0.064","0.026","0.9","0.011","170","65"
"20150321","성북구","0.054","0.03","0.9","0.014","176","54"
"20150321","송파구","0.054","0.025","1.1","0.01","172","62"
"20150321","신사동","0.051","0.013","","0.012","183","57"
"20150321","신촌","0.093","0.009","1.3","0.015","197","67"
"20150321","양재대로","0.072","0.014","1.1","0.009","178","75"
"20150321","양천구","0.059","0.029","0.7","0.016","157","49"
"20150321","영등포","0.086","0.01","1.1","0.01","183","84"
"20150321","영등포구","0.047","0.029","1","0.015","185","65"
"20150321","용산구","0.061","0.025","0.8","0.011","154","46"
"20150321","은평구","0.054","0.023","0.9","0.012","155","57"
"20150321","종로","0.064","0.025","0.9","0.012","196","75"
"20150321","종로구","0.052","0.03","0.6","0.013","199","50"
"20150321","중구","0.057","0.031","0.8","0.012","172","67"
"20150321","중랑구","0.062","0.03","1","0.012","180","60"
"20150321","청계천","0.066","0.005","0.7","0.015","152","53"
"20150321","청량리","0.071","0.017","0.9","0.014","146","71"
"20150321","태릉","0.063","0.022","1.1","0.01","139","50"
"20150320","강남구","0.065","0.017","0.7","0.007","112","40"
"20150320","강동구","0.056","0.018","0.8","0.007","94","31"
"20150320","강변북로","0.093","0.006","1","0.008","108","52"
"20150320","강북구","0.044","0.02","0.5","0.007","91","28"
"20150320","강서구","0.051","0.018","0.5","0.009","96","33"
"20150320","공항로","0.051","0.01","0.9","0.01","132","47"
"20150320","관악구","0.071","0.017","0.9","0.007","128","42"
"20150320","광진구","0.054","0.017","0.9","0.007","101","30"
"20150320","구로구","0.048","0.019","0.8","0.006","112","37"
"20150320","금천구","0.055","0.014","0.9","0.008","92","42"
"20150320","길동","0.066","0.012","0.7","0.006","89","30"
"20150320","내부순환","0.054","0.022","0.8","0.007","100","37"
"20150320","노원구","0.048","0.024","0.7","0.008","89","23"
"20150320","도봉구","0.043","0.024","0.7","0.007","95","38"
"20150320","동대문","0.065","0.013","0.8","0.009","102","45"
"20150320","동대문구","0.06","0.018","0.9","0.01","93","37"
"20150320","동작구","0.055","0.018","0.7","0.008","93","36"
"20150320","동작대로","0.082","0.009","1","0.009","104","33"
"20150320","마포구","0.052","0.017","1","0.006","113","48"
"20150320","서대문구","0.067","0.016","0.5","0.008","98","31"
"20150320","서울역","0.077","0.007","0.9","0.007","112","41"
"20150320","서초구","0.053","0.012","0.8","0.007","110","35"
"20150320","성동구","0.065","0.015","0.8","0.007","102","45"
"20150320","성북구","0.05","0.016","0.8","0.008","97","23"
"20150320","송파구","0.047","0.018","0.9","0.005","98","37"
"20150320","신사동","0.051","0.008","","0.007","111","35"
"20150320","신촌","0.085","0.006","1.2","0.012","121","43"
"20150320","양재대로","0.064","0.006","1.1","0.009","109","49"
"20150320","양천구","0.064","0.014","0.6","0.008","92","32"
"20150320","영등포","0.085","0.007","1.1","0.007","118","49"
"20150320","영등포구","0.049","0.012","1","0.009","114","41"
"20150320","용산구","0.063","0.012","0.7","0.007","95","31"
"20150320","은평구","0.05","0.014","0.8","0.007","89","34"
"20150320","종로","0.058","0.023","0.8","0.007","144","42"
"20150320","종로구","0.055","0.016","0.6","0.009","111","32"
"20150320","중구","0.066","0.017","0.8","0.008","102","42"
"20150320","중랑구","0.049","0.029","0.7","0.008","99","35"
"20150320","청계천","0.069","0.003","0.8","0.01","89","34"
"20150320","청량리","0.07","0.01","0.8","0.009","86","43"
"20150320","태릉","0.058","0.012","0.9","0.005","80","31"
"20150319","강남구","0.048","0.02","0.5","0.005","56","28"
"20150319","강동구","0.04","0.026","0.6","0.005","49","23"
"20150319","강변북로","0.071","0.01","0.7","0.005","64","38"
"20150319","강북구","0.038","0.019","0.4","0.006","51","25"
"20150319","강서구","0.041","0.021","0.4","0.007","56","26"
"20150319","공항로","0.041","0.011","0.7","0.009","78","34"
"20150319","관악구","0.032","0.012","0.7","0.004","44","30"
"20150319","광진구","0.038","0.025","0.6","0.006","49","22"
"20150319","구로구","0.042","0.021","0.7","0.004","58","30"
"20150319","금천구","0.041","0.019","0.7","0.007","48","32"
"20150319","길동","0.052","0.016","0.6","0.004","54","25"
"20150319","내부순환","0.051","0.021","0.7","0.007","61","27"
"20150319","노원구","0.041","0.023","0.5","0.007","52","27"
"20150319","도봉구","0.034","0.026","0.6","0.006","53","29"
"20150319","동대문","0.051","0.013","1","0.007","60","36"
"20150319","동대문구","0.048","0.019","0.7","0.008","54","30"
"20150319","동작구","0.047","0.019","0.6","0.006","50","28"
"20150319","동작대로","0.073","0.01","0.8","0.007","62","25"
"20150319","마포구","0.04","0.02","0.8","0.003","61","31"
"20150319","서대문구","0.048","0.019","0.5","0.006","51","21"
"20150319","서울역","0.059","0.009","0.7","0.005","66","27"
"20150319","서초구","0.042","0.014","0.7","0.005","57","26"
"20150319","성동구","0.044","0.021","0.6","0.005","52","27"
"20150319","성북구","0.043","0.017","0.6","0.007","56","26"
"20150319","송파구","0.038","0.022","0.7","0.004","51","22"
"20150319","신사동","0.043","0.009","1.1","0.006","61","27"
"20150319","신촌","0.068","0.007","1","0.009","71","32"
"20150319","양재대로","0.057","0.01","0.8","0.008","68","37"
"20150319","양천구","0.053","0.017","0.6","0.007","54","29"
"20150319","영등포","0.074","0.008","0.9","0.009","67","27"
"20150319","영등포구","0.037","0.01","0.9","0.007","63","30"
"20150319","용산구","0.045","0.018","0.5","0.006","49","22"
"20150319","은평구","0.04","0.015","0.6","0.006","52","27"
"20150319","종로","0.048","0.011","0.7","0.005","63","31"
"20150319","종로구","0.043","0.018","0.4","0.008","62","26"
"20150319","중구","0.047","0.02","0.5","0.006","55","29"
"20150319","중랑구","0.034","0.023","0.2","0.005","56","28"
"20150319","청계천","0.053","0.003","0.6","0.009","55","28"
"20150319","청량리","0.054","0.012","0.6","0.007","57","34"
"20150319","태릉","0.055","0.011","0.8","0.005","56","27"
"20150318","강남구","0.045","0.018","0.6","0.006","82","45"
"20150318","강동구","0.029","0.03","0.6","0.007","66","28"
"20150318","강변북로","0.041","0.022","0.6","0.005","80","56"
"20150318","강북구","0.038","0.016","0.5","0.007","70","40"
"20150318","강서구","0.042","0.016","0.5","0.007","81","43"
"20150318","공항로","0.043","0.008","0.8","0.007","110","59"
"20150318","관악구","0.038","0.015","0.9","0.006","88","41"
"20150318","광진구","0.036","0.025","0.8","0.006","69","28"
"20150318","구로구","0.04","0.019","0.8","0.004","85","45"
"20150318","금천구","0.033","0.02","0.7","0.007","60","46"
"20150318","길동","0.046","0.014","0.7","0.005","75","27"
"20150318","내부순환","0.059","0.015","0.7","0.007","76","37"
"20150318","노원구","0.037","0.024","0.6","0.008","79","46"
"20150318","도봉구","0.04","0.021","0.7","0.007","71","45"
"20150318","동대문","0.054","0.011","1.2","0.008","87","53"
"20150318","동대문구","0.048","0.015","0.8","0.009","79","47"
"20150318","동작구","0.049","0.018","0.8","0.007","71","45"
"20150318","동작대로","0.073","0.008","1","0.008","85","38"
"20150318","마포구","0.027","0.02","0.7","0.001","59","31"
"20150318","서대문구","0.041","0.025","0.4","0.006","73","35"
"20150318","서울역","0.059","0.007","0.7","0.005","86","43"
"20150318","서초구","0.033","0.018","0.8","0.006","80","39"
"20150318","성동구","0.036","0.024","0.7","0.006","75","52"
"20150318","성북구","0.045","0.013","0.7","0.008","81","41"
"20150318","송파구","0.033","0.024","0.8","0.004","70","32"
"20150318","신사동","0.043","0.008","1.2","0.006","80","42"
"20150318","신촌","0.072","0.006","1.2","0.007","100","51"
"20150318","양재대로","0.054","0.008","1","0.008","91","56"
"20150318","양천구","0.055","0.014","0.7","0.007","82","36"
"20150318","영등포","0.067","0.009","1.1","0.013","113","54"
"20150318","영등포구","0.037","0.015","1","0.007","96","50"
"20150318","용산구","0.036","0.02","0.5","0.006","66","34"
"20150318","은평구","0.036","0.019","0.8","0.005","73","41"
"20150318","종로","0.073","0.007","0.9","0.006","97","56"
"20150318","종로구","0.041","0.016","0.5","0.008","88","37"
"20150318","중구","0.053","0.013","0.7","0.006","79","41"
"20150318","중랑구","0.045","0.021","0.6","0.007","78","39"
"20150318","청계천","0.051","0.002","0.7","0.009","79","42"
"20150318","청량리","0.054","0.01","0.6","0.007","81","60"
"20150318","태릉","0.06","0.007","1.1","0.006","89","44"
"20150317","강남구","0.09","0.004","1.1","0.01","146","71"
"20150317","강동구","0.077","0.005","1.1","0.01","124","53"
"20150317","강변북로","0.099","0.003","1.2","0.009","137","83"
"20150317","강북구","0.071","0.006","0.8","0.01","117","59"
"20150317","강서구","0.075","0.009","0.9","0.011","128","67"
"20150317","공항로","0.061","0.005","1.2","0.01","176","80"
"20150317","관악구","0.063","0.009","1.3","0.012","136","66"
"20150317","광진구","0.082","0.004","1.3","0.01","130","53"
"20150317","구로구","0.065","0.011","1.2","0.009","133","69"
"20150317","금천구","0.068","0.009","1","0.011","106","70"
"20150317","길동","0.084","0.003","1","0.009","130","36"
"20150317","내부순환","0.084","0.009","1.1","0.013","121","58"
"20150317","노원구","0.083","0.009","1","0.012","132","61"
"20150317","도봉구","0.079","0.008","1.1","0.013","119","70"
"20150317","동대문","0.09","0.004","1","0.016","149","82"
"20150317","동대문구","0.089","0.006","1.4","0.014","129","69"
"20150317","동작구","0.081","0.007","1","0.011","109","61"
"20150317","동작대로","0.1","0.004","1.4","0.013","130","59"
"20150317","마포구","0.078","0.004","1.8","0.011","175","85"
"20150317","서대문구","0.09","0.009","0.6","0.012","128","52"
"20150317","서울역","0.093","0.004","1.2","0.008","142","63"
"20150317","서초구","0.07","0.004","1.2","0.009","142","65"
"20150317","성동구","0.084","0.006","1.1","0.009","130","78"
"20150317","성북구","0.078","0.003","1.3","0.012","111","65"
"20150317","송파구","0.072","0.005","1.3","0.009","125","52"
"20150317","신사동","0.066","0.004","1.3","0.01","142","59"
"20150317","신촌","0.108","0.003","1.7","0.015","155","80"
